,dataset_code,frequency,date,value,z_score
261586,EAPI,monthly,2023-11-01,113.1,2.7151034327140873
262440,EAPK,monthly,2020-11-01,128.2,2.5024266146419687
262444,EAPK,monthly,2021-03-01,130.3,2.5983864653519486
262445,EAPK,monthly,2021-04-01,134.5,2.7903061667719053
265399,EAPM,monthly,2007-11-01,122.6,2.5284621117734996
265548,EAPM,monthly,2020-04-01,13.8,-3.8916857917369088
265549,EAPM,monthly,2020-05-01,14.9,-3.826776208153623
265555,EAPM,monthly,2020-11-01,34.4,-2.676106317359019
265556,EAPM,monthly,2020-12-01,25.5,-3.201283857260146
265557,EAPM,monthly,2021-01-01,16.4,-3.738263139630962
265558,EAPM,monthly,2021-02-01,20.8,-3.4786248052978204
265591,EAPM,monthly,2023-11-01,124.0,2.6110743090613178
265602,EAPM,monthly,2024-10-01,129.8,2.9533248406822774
265603,EAPM,monthly,2024-11-01,140.7,3.596519805280286
265605,EAPM,monthly,2025-01-01,125.9,2.7231908625233565
268225,EAPN,monthly,2020-11-01,151.7,3.5982957565604927
268226,EAPN,monthly,2020-12-01,129.6,2.919105437552906
268237,EAPN,monthly,2021-11-01,137.2,3.152673149066827
268238,EAPN,monthly,2021-12-01,131.2,2.96827758734531
268249,EAPN,monthly,2022-11-01,125.5,2.7931018037098694
268261,EAPN,monthly,2023-11-01,139.1,3.2110650769453075
268262,EAPN,monthly,2023-12-01,122.5,2.700904022849111
268273,EAPN,monthly,2024-11-01,129.7,2.922178696914931
268274,EAPN,monthly,2024-12-01,131.6,2.9805706247934114
268311,EAPO,monthly,1990-12-01,132.3,2.5108758153753583
268648,EAPO,monthly,2019-01-01,43.3,-3.026395262193238
268663,EAPO,monthly,2020-04-01,44.6,-2.9455137745433593
268718,EAPO,monthly,2024-11-01,139.0,2.9277265594170383
264642,EAPQ,monthly,2018-12-01,118.3,2.580991752227082
264654,EAPQ,monthly,2019-12-01,119.2,2.6175427631638484
264666,EAPQ,monthly,2020-12-01,118.6,2.5931754225393373
264678,EAPQ,monthly,2021-12-01,132.8,3.1698691506527563
264689,EAPQ,monthly,2022-11-01,120.0,2.6500325506631954
264690,EAPQ,monthly,2022-12-01,146.5,3.726256761579082
264701,EAPQ,monthly,2023-11-01,135.7,3.28764463033789
264702,EAPQ,monthly,2023-12-01,155.7,4.099889317821578
231547,EAPQ,annual,2024-01-01,117.2,2.5363182944154796
264709,EAPQ,monthly,2024-07-01,119.7,2.6378488803509406
264712,EAPQ,monthly,2024-10-01,119.1,2.6134815397264295
264713,EAPQ,monthly,2024-11-01,134.4,3.234848725651451
264714,EAPQ,monthly,2024-12-01,178.0,5.00554214436589
198205,EAQI,monthly,2019-12-01,140.4,2.8806634814528422
198209,EAQI,monthly,2020-04-01,43.6,-2.9082322512094847
198210,EAQI,monthly,2020-05-01,27.7,-3.859094256884392
198229,EAQI,monthly,2021-12-01,147.2,3.2873214461439964
198240,EAQI,monthly,2022-11-01,165.2,4.363768999738231
198241,EAQI,monthly,2022-12-01,178.2,5.141203344000734
199949,EAQJ,monthly,2016-12-01,128.1,2.534512217034097
199961,EAQJ,monthly,2017-12-01,130.1,2.6200120815099344
199985,EAQJ,monthly,2019-12-01,133.3,2.7568118646712745
200021,EAQJ,monthly,2022-12-01,149.7,3.4579107533731395
200032,EAQJ,monthly,2023-11-01,136.3,2.8850616613850306
200033,EAQJ,monthly,2023-12-01,153.4,3.6160855026534393
200041,EAQJ,monthly,2024-08-01,129.0,2.572987156048224
200045,EAQJ,monthly,2024-12-01,165.9,4.150459655627422
201752,EAQK,monthly,2018-11-01,124.7,2.6713014517183478
201769,EAQK,monthly,2020-04-01,23.4,-4.76479206274962
201770,EAQK,monthly,2020-05-01,37.1,-3.7591209754030133
201775,EAQK,monthly,2020-10-01,129.3,3.0089720357909315
201782,EAQK,monthly,2021-05-01,122.9,2.5391694840377723
202467,EAQM,monthly,2004-04-01,171.8,2.9354974764481168
202468,EAQM,monthly,2004-05-01,162.3,2.5318748371671043
202503,EAQM,monthly,2007-04-01,164.1,2.608350705662453
205399,EAQO,monthly,1989-01-01,226.6,2.515484437290234
205411,EAQO,monthly,1990-01-01,228.3,2.5569670477377393
205774,EAQO,monthly,2020-04-01,16.5,-2.61127818331021
205775,EAQO,monthly,2020-05-01,17.8,-2.5795561870856476
205783,EAQO,monthly,2021-01-01,18.7,-2.5575948050840274
208445,EAQP,monthly,2020-05-01,126.4,2.6300100562803963
208446,EAQP,monthly,2020-06-01,128.7,2.6993918031426487
208450,EAQP,monthly,2020-10-01,130.4,2.7506739638669226
208451,EAQP,monthly,2020-11-01,174.5,4.080993545008377
208452,EAQP,monthly,2020-12-01,147.6,3.2695287664889863
208453,EAQP,monthly,2021-01-01,125.5,2.6028606770734277
208455,EAQP,monthly,2021-03-01,122.7,2.5183959417628587
208463,EAQP,monthly,2021-11-01,146.8,3.245395984971682
208464,EAQP,monthly,2021-12-01,139.4,3.0221677559366076
208487,EAQP,monthly,2023-11-01,130.3,2.74765736617726
208499,EAQP,monthly,2024-11-01,123.0,2.527445734831849
208500,EAQP,monthly,2024-12-01,124.4,2.569678102487133
208508,EAQQ,monthly,1988-07-01,419.7,2.5056116011830585
208513,EAQQ,monthly,1988-12-01,433.0,2.6478198070021093
208525,EAQQ,monthly,1989-12-01,424.3,2.5547963941731062
204856,EAQS,monthly,2017-12-01,117.1,2.699130489055097
204868,EAQS,monthly,2018-12-01,128.4,3.262932617603529
204880,EAQS,monthly,2019-12-01,126.9,3.1880916270882507
204892,EAQS,monthly,2020-12-01,127.2,3.203059825191306
204903,EAQS,monthly,2021-11-01,113.2,2.5045439137153735
204904,EAQS,monthly,2021-12-01,138.9,3.7868195512104785
204915,EAQS,monthly,2022-11-01,116.2,2.6542258947459305
204916,EAQS,monthly,2022-12-01,141.3,3.9065651360349243
204927,EAQS,monthly,2023-11-01,123.6,3.0234414479546374
204928,EAQS,monthly,2023-12-01,142.8,3.981406126550203
204939,EAQS,monthly,2024-11-01,121.1,2.8987064637625064
204940,EAQS,monthly,2024-12-01,159.9,4.834593418424378
155019,EAQZ,monthly,2024-11-01,111.7,2.504639650205384
4235,EAQZ,monthly,2024-11-01,111.7,2.504639650205384
4255,EAQZ,monthly,2025-01-01,111.7,2.504639650205384
155085,EAQZ,monthly,2025-01-01,111.7,2.504639650205384
269038,J43H,monthly,2022-06-01,110.5,2.5893867599332254
269039,J43H,monthly,2022-07-01,112.5,2.692921692843595
261720,J43J,monthly,1997-12-01,186.8,2.636848575266134
261732,J43J,monthly,1998-12-01,196.7,2.9604046676400393
261744,J43J,monthly,1999-12-01,196.7,2.9604046676400393
261756,J43J,monthly,2000-12-01,214.6,3.5454202285989203
261768,J43J,monthly,2001-12-01,242.8,4.467064855360956
261780,J43J,monthly,2002-12-01,239.1,4.346139851140405
261792,J43J,monthly,2003-12-01,236.0,4.244824307063728
261804,J43J,monthly,2004-12-01,226.1,3.9212682146898215
261816,J43J,monthly,2005-12-01,228.9,4.012779028694562
261828,J43J,monthly,2006-12-01,233.7,4.169654709845547
261840,J43J,monthly,2007-12-01,230.6,4.06833916576887
261852,J43J,monthly,2008-12-01,220.6,3.741514830037651
261864,J43J,monthly,2009-12-01,213.3,3.5029330649538624
261876,J43J,monthly,2010-12-01,189.5,2.7250911459135625
249115,J43S,monthly,2022-12-01,124.1,2.719444471376375
249126,J43S,monthly,2023-11-01,121.3,2.596421310572786
249127,J43S,monthly,2023-12-01,125.6,2.7853497360925834
249139,J43S,monthly,2024-12-01,131.6,3.048970794957417
249560,J43T,monthly,2022-12-01,129.8,2.733571853718105
249572,J43T,monthly,2023-12-01,129.1,2.7062078303672026
249584,J43T,monthly,2024-12-01,134.5,2.917301724788447
249980,J43U,monthly,2020-11-01,114.4,2.907261507868782
249981,J43U,monthly,2020-12-01,111.0,2.684124557742547
249992,J43U,monthly,2021-11-01,117.7,3.123835606520715
249993,J43U,monthly,2021-12-01,116.1,3.0188299829318983
250004,J43U,monthly,2022-11-01,110.7,2.6644360033196444
250010,J43U,monthly,2023-05-01,110.3,2.63818459742244
250012,J43U,monthly,2023-07-01,109.9,2.611933191525236
250015,J43U,monthly,2023-10-01,112.4,2.7760044783827618
250016,J43U,monthly,2023-11-01,124.8,3.589798061196087
250017,J43U,monthly,2023-12-01,113.8,2.867884399022975
250022,J43U,monthly,2024-05-01,111.7,2.730064518062654
250024,J43U,monthly,2024-07-01,110.9,2.6775617062682464
250027,J43U,monthly,2024-10-01,109.7,2.598807488576634
250028,J43U,monthly,2024-11-01,120.3,3.2944697448525413
250029,J43U,monthly,2024-12-01,121.7,3.386349665492756
209238,J43V,monthly,2020-04-01,43.5,-6.050707497683836
209239,J43V,monthly,2020-05-01,63.2,-3.73393953070202
209247,J43V,monthly,2021-01-01,71.1,-2.8048802952118517
201994,J43X,monthly,2001-12-01,172.9,2.619290895921546
202006,J43X,monthly,2002-12-01,178.3,2.7784025845244096
202018,J43X,monthly,2003-12-01,185.5,2.99055150266156
202030,J43X,monthly,2004-12-01,183.8,2.9404607858791776
202042,J43X,monthly,2005-12-01,193.3,3.2203794973101405
202054,J43X,monthly,2006-12-01,208.7,3.6741424611034907
202066,J43X,monthly,2007-12-01,206.9,3.6211052315692034
202078,J43X,monthly,2008-12-01,213.0,3.8008425094354004
202090,J43X,monthly,2009-12-01,193.0,3.211539959054426
202102,J43X,monthly,2010-12-01,172.5,2.6075048449139264
202210,J43X,monthly,2019-12-01,183.2,2.9227817093677477
189293,J448,monthly,2018-12-01,123.8,2.543537618966286
189305,J448,monthly,2019-12-01,127.1,2.718923588817107
189317,J448,monthly,2020-12-01,128.1,2.7720708524082642
189329,J448,monthly,2021-12-01,126.1,2.665776325225949
189750,J449,monthly,2019-12-01,131.1,2.5368937238170544
189823,J44A,monthly,1988-12-01,119.1,3.074437873977156
189835,J44A,monthly,1989-12-01,121.4,3.299169304862354
189847,J44A,monthly,1990-12-01,119.1,3.074437873977156
190182,J44A,monthly,2018-11-01,113.4,2.517494762652973
190195,J44A,monthly,2019-12-01,113.6,2.5370366262082062
190202,J44A,monthly,2020-07-01,118.1,2.976728556200983
190205,J44A,monthly,2020-10-01,121.1,3.269856509529501
190206,J44A,monthly,2020-11-01,129.3,4.071072915294119
190207,J44A,monthly,2020-12-01,124.6,3.6118391217461054
190211,J44A,monthly,2021-04-01,115.6,2.7324552617605518
190212,J44A,monthly,2021-05-01,115.0,2.6738296710948486
190217,J44A,monthly,2021-10-01,113.4,2.517494762652973
190218,J44A,monthly,2021-11-01,125.3,3.6802356441894264
190219,J44A,monthly,2021-12-01,122.9,3.445733281526613
190242,J44A,monthly,2023-11-01,115.4,2.7129133982053184
266889,J596,monthly,2020-10-01,114.9,2.508057640062408
266890,J596,monthly,2020-11-01,149.2,3.6186968074749277
266891,J596,monthly,2020-12-01,128.3,2.94195165881832
266902,J596,monthly,2021-11-01,136.2,3.1977548489803866
266903,J596,monthly,2021-12-01,129.6,2.9840458546677735
266914,J596,monthly,2022-11-01,125.4,2.8480492219233837
266926,J596,monthly,2023-11-01,137.8,3.249563090025869
266927,J596,monthly,2023-12-01,120.9,2.7023385439829655
266938,J596,monthly,2024-11-01,130.2,3.003473945059829
266939,J596,monthly,2024-12-01,130.3,3.0067119601251724
267335,J597,monthly,2020-11-01,138.7,3.467341137628621
267336,J597,monthly,2020-12-01,122.1,2.9150866669953044
267347,J597,monthly,2021-11-01,131.4,3.22448224391638
267348,J597,monthly,2021-12-01,121.4,2.891798827872213
267359,J597,monthly,2022-11-01,134.1,3.314306766248305
267360,J597,monthly,2022-12-01,122.4,2.92506716947663
267371,J597,monthly,2023-11-01,133.5,3.294345761285655
267372,J597,monthly,2023-12-01,116.9,2.742091290652338
267383,J597,monthly,2024-11-01,124.1,2.981623350204138
267384,J597,monthly,2024-12-01,128.9,3.141311389905338
267774,J598,monthly,2020-05-01,128.6,2.5580060986376854
267775,J598,monthly,2020-06-01,130.9,2.62724690177253
267776,J598,monthly,2020-07-01,129.7,2.59112126535435
267779,J598,monthly,2020-10-01,133.4,2.702508644310404
267780,J598,monthly,2020-11-01,171.3,3.8434766611845754
267781,J598,monthly,2020-12-01,141.3,2.9403357507300862
267782,J598,monthly,2021-01-01,127.3,2.518869992517991
267785,J598,monthly,2021-04-01,129.4,2.582089856249805
267792,J598,monthly,2021-11-01,146.3,3.0908592358058344
267793,J598,monthly,2021-12-01,146.7,3.1029011146118934
267794,J598,monthly,2022-01-01,129.9,2.5971422047573802
267816,J598,monthly,2023-11-01,146.7,3.1029011146118934
267817,J598,monthly,2023-12-01,129.3,2.5790793865482904
267828,J598,monthly,2024-11-01,142.9,2.9885032659543254
267829,J598,monthly,2024-12-01,133.0,2.6904667655043437
247972,J5AH,monthly,2022-12-01,120.5,2.6576676380692437
247983,J5AH,monthly,2023-11-01,117.9,2.5243828285751198
247984,J5AH,monthly,2023-12-01,120.5,2.6576676380692437
247996,J5AH,monthly,2024-12-01,126.0,2.9396162735375833
248321,J5AI,monthly,2022-12-01,125.2,2.716836043038776
248333,J5AI,monthly,2023-12-01,123.2,2.6232638638086403
248345,J5AI,monthly,2024-12-01,128.0,2.847837093960965
248657,J5AJ,monthly,2021-11-01,115.8,2.8659351858984494
248658,J5AJ,monthly,2021-12-01,113.5,2.708019310891629
248680,J5AJ,monthly,2023-10-01,111.4,2.5638352511027938
248681,J5AJ,monthly,2023-11-01,122.6,3.3328169033099178
248682,J5AJ,monthly,2023-12-01,111.1,2.5432375282758164
248693,J5AJ,monthly,2024-11-01,118.0,3.0169851532962775
248694,J5AJ,monthly,2024-12-01,118.7,3.065046506559223
153282,J5BI,monthly,2020-06-01,114.6,2.556648215968097
3706,J5BI,monthly,2020-06-01,114.6,2.556648215968097
153480,J5BI,monthly,2020-12-01,113.5,2.520256006038778
3766,J5BI,monthly,2020-12-01,113.5,2.520256006038778
3886,J5BI,monthly,2021-12-01,113.9,2.533489536922167
153876,J5BI,monthly,2021-12-01,113.9,2.533489536922167
207110,J5CL,monthly,2020-05-01,124.8,2.6544694214489875
207111,J5CL,monthly,2020-06-01,127.5,2.743691481949415
207112,J5CL,monthly,2020-07-01,122.1,2.5652473609485593
207115,J5CL,monthly,2020-10-01,132.1,2.8956994368760696
207116,J5CL,monthly,2020-11-01,173.1,4.2505529481788615
207117,J5CL,monthly,2020-12-01,147.2,3.39468207152661
207118,J5CL,monthly,2021-01-01,125.3,2.6709920252453627
207120,J5CL,monthly,2021-03-01,123.0,2.5949880477820355
207121,J5CL,monthly,2021-04-01,121.8,2.555333798670734
207128,J5CL,monthly,2021-11-01,146.3,3.3649413846931346
207129,J5CL,monthly,2021-12-01,138.3,3.100579723951127
207140,J5CL,monthly,2022-11-01,120.9,2.5255931118372588
207152,J5CL,monthly,2023-11-01,129.2,2.7998683348570914
207164,J5CL,monthly,2024-11-01,123.8,2.6214242138562365
207165,J5CL,monthly,2024-12-01,123.4,2.608206130819136
207550,J5CM,monthly,2019-12-01,115.8,2.5265515788121222
207560,J5CM,monthly,2020-10-01,121.4,2.7124855614427985
207561,J5CM,monthly,2020-11-01,160.2,4.000742441098198
207562,J5CM,monthly,2020-12-01,139.6,3.316771004992496
207573,J5CM,monthly,2021-11-01,141.0,3.3632545006501653
207574,J5CM,monthly,2021-12-01,129.4,2.978105536629479
207585,J5CM,monthly,2022-11-01,129.7,2.988066285698979
207586,J5CM,monthly,2022-12-01,118.7,2.622838819817294
207597,J5CM,monthly,2023-11-01,125.4,2.845295549036139
207609,J5CM,monthly,2024-11-01,117.9,2.596276822298626
207610,J5CM,monthly,2024-12-01,122.1,2.7357273092716325
172028,J5CN,annual,2020-01-01,137.0,2.571783279051074
208000,J5CN,monthly,2020-05-01,153.0,3.0761288838775194
208001,J5CN,monthly,2020-06-01,153.9,3.104498324149007
208002,J5CN,monthly,2020-07-01,152.6,3.0635202437568583
208003,J5CN,monthly,2020-08-01,135.2,2.515044398508099
208004,J5CN,monthly,2020-09-01,136.8,2.5654789589907443
208005,J5CN,monthly,2020-10-01,154.7,3.129715604390329
208006,J5CN,monthly,2020-11-01,200.2,4.563948418115532
208007,J5CN,monthly,2020-12-01,163.1,3.394497046924213
208008,J5CN,monthly,2021-01-01,148.6,2.937433842550247
208009,J5CN,monthly,2021-02-01,138.1,2.6064570393828923
208010,J5CN,monthly,2021-03-01,140.5,2.6821088801068593
208011,J5CN,monthly,2021-04-01,148.9,2.9468903226407432
208018,J5CN,monthly,2021-11-01,157.5,3.217976085234957
208019,J5CN,monthly,2021-12-01,156.8,3.1959109650238005
208020,J5CN,monthly,2022-01-01,139.6,2.6537394398353715
208042,J5CN,monthly,2023-11-01,137.3,2.5812397591415706
208054,J5CN,monthly,2024-11-01,136.1,2.543413838779587
188150,J5DD,monthly,2018-12-01,122.1,2.607096607753028
188162,J5DD,monthly,2019-12-01,125.3,2.823656424861809
188174,J5DD,monthly,2020-12-01,124.0,2.735678999161367
188186,J5DD,monthly,2021-12-01,123.4,2.695074033453471
188499,J5DE,monthly,2018-12-01,125.6,2.5108294364667985
188511,J5DE,monthly,2019-12-01,128.8,2.6927363289583837
188741,J5DF,monthly,2010-01-01,65.7,-2.6325636800350742
188777,J5DF,monthly,2013-01-01,66.8,-2.518664156793734
188867,J5DF,monthly,2020-07-01,117.1,2.6896504059694073
188870,J5DF,monthly,2020-10-01,120.0,2.989930967242034
188871,J5DF,monthly,2020-11-01,126.7,3.6836826088029304
188872,J5DF,monthly,2020-12-01,122.0,3.197021009499018
188883,J5DF,monthly,2021-11-01,124.2,3.4248200559817006
188884,J5DF,monthly,2021-12-01,121.0,3.093475988370526
45674,J5DZ,monthly,2020-05-01,133.0,3.00313275943862
112774,J5DZ,monthly,2020-05-01,133.0,3.00313275943862
112807,J5DZ,monthly,2020-06-01,133.4,3.016675553115511
45684,J5DZ,monthly,2020-06-01,133.4,3.016675553115511
112840,J5DZ,monthly,2020-07-01,129.4,2.8812476163466
45694,J5DZ,monthly,2020-07-01,129.4,2.8812476163466
45704,J5DZ,monthly,2020-08-01,123.9,2.6950342032893477
112873,J5DZ,monthly,2020-08-01,123.9,2.6950342032893477
45714,J5DZ,monthly,2020-09-01,122.2,2.63747733016256
112906,J5DZ,monthly,2020-09-01,122.2,2.63747733016256
112939,J5DZ,monthly,2020-10-01,130.6,2.9218759973772728
45724,J5DZ,monthly,2020-10-01,130.6,2.9218759973772728
112972,J5DZ,monthly,2020-11-01,130.2,2.9083332037003817
45734,J5DZ,monthly,2020-11-01,130.2,2.9083332037003817
113005,J5DZ,monthly,2020-12-01,130.5,2.9184902989580506
45744,J5DZ,monthly,2020-12-01,130.5,2.9184902989580506
113038,J5DZ,monthly,2021-01-01,129.3,2.8778619179273774
89350,J5DZ,annual,2021-01-01,118.9,2.525749282328209
45754,J5DZ,monthly,2021-01-01,129.3,2.8778619179273774
113071,J5DZ,monthly,2021-02-01,127.4,2.813533647962145
45764,J5DZ,monthly,2021-02-01,127.4,2.813533647962145
113104,J5DZ,monthly,2021-03-01,125.3,2.7424339811584657
45774,J5DZ,monthly,2021-03-01,125.3,2.7424339811584657
113137,J5DZ,monthly,2021-04-01,125.3,2.7424339811584657
45784,J5DZ,monthly,2021-04-01,125.3,2.7424339811584657
45794,J5DZ,monthly,2021-05-01,119.4,2.542677774424323
113170,J5DZ,monthly,2021-05-01,119.4,2.542677774424323
45864,J5DZ,monthly,2021-12-01,121.8,2.6239345364856685
113401,J5DZ,monthly,2021-12-01,121.8,2.6239345364856685
265820,JJ8J,monthly,2005-11-01,196.7,2.5015410276756143
265821,JJ8J,monthly,2005-12-01,204.8,2.7775771394140514
265881,JJ8J,monthly,2010-12-01,199.6,2.6003687713844372
265953,JJ8J,monthly,2016-12-01,211.2,2.9956797462197287
265965,JJ8J,monthly,2017-12-01,200.3,2.624223744003809
265993,JJ8J,monthly,2020-04-01,36.4,-2.9612477021603514
265994,JJ8J,monthly,2020-05-01,32.8,-3.0839304184885457
265995,JJ8J,monthly,2020-06-01,41.3,-2.7942628938247545
266003,JJ8J,monthly,2021-02-01,44.7,-2.678395883959238
266004,JJ8J,monthly,2021-03-01,35.7,-2.9851026747797227
266005,JJ8J,monthly,2021-04-01,40.3,-2.8283414261381417
266047,JJ8J,monthly,2024-10-01,198.0,2.545843119683018
206167,JJ8K,monthly,2015-12-01,159.3,2.827850597150974
206177,JJ8K,monthly,2016-10-01,159.1,2.8220803896607296
206178,JJ8K,monthly,2016-11-01,152.9,2.6432039574631583
206179,JJ8K,monthly,2016-12-01,177.9,3.3644798937436886
206190,JJ8K,monthly,2017-11-01,157.3,2.770148522248532
206191,JJ8K,monthly,2017-12-01,168.6,3.096165245447331
206203,JJ8K,monthly,2018-12-01,159.0,2.8191952859156078
206215,JJ8K,monthly,2019-12-01,171.0,3.165407735330262
206262,JJ8K,monthly,2023-11-01,181.8,3.4769989398034515
206263,JJ8K,monthly,2023-12-01,183.3,3.5202754959802833
206272,JJ8K,monthly,2024-09-01,191.7,3.762624210570541
206273,JJ8K,monthly,2024-10-01,227.6,4.798376455069383
206274,JJ8K,monthly,2024-11-01,196.6,3.9039942940815253
206275,JJ8K,monthly,2024-12-01,202.2,4.065560103808364
264847,JKO6,monthly,1998-12-01,237.0,3.079377470609541
264859,JKO6,monthly,1999-12-01,228.5,2.8400638072879376
264871,JKO6,monthly,2000-12-01,245.0,3.3046138596181094
264883,JKO6,monthly,2001-12-01,257.0,3.642468443130961
264895,JKO6,monthly,2002-12-01,268.5,3.9662457523307775
264907,JKO6,monthly,2003-12-01,259.7,3.718485724421352
264919,JKO6,monthly,2004-12-01,267.2,3.9296448391168846
264931,JKO6,monthly,2005-12-01,270.2,4.014108484995098
264943,JKO6,monthly,2006-12-01,250.3,3.453832967336286
264955,JKO6,monthly,2007-12-01,236.1,3.0540383768460773
264979,JKO6,monthly,2009-12-01,230.0,2.8822956302270444
265003,JKO6,monthly,2011-12-01,226.6,2.7865701648984027
265099,JKO6,monthly,2019-12-01,259.4,3.7100393598335306
265103,JKO6,monthly,2020-04-01,38.0,-2.5233777059785876
265104,JKO6,monthly,2020-05-01,38.3,-2.514931341390766
205001,JKO7,monthly,1992-12-01,438.4,2.70952744355373
205013,JKO7,monthly,1993-12-01,430.7,2.617511894149084
205025,JKO7,monthly,1994-12-01,433.5,2.650972093932592
205073,JKO7,monthly,1998-12-01,427.6,2.5804666729602013
205097,JKO7,monthly,2000-12-01,423.6,2.53266638755519
205109,JKO7,monthly,2001-12-01,451.4,2.8648783711200156
205121,JKO7,monthly,2002-12-01,460.9,2.9784040489569166
205133,JKO7,monthly,2003-12-01,434.9,2.6677021938243453
205145,JKO7,monthly,2004-12-01,440.2,2.731037571985985
205157,JKO7,monthly,2005-12-01,439.1,2.7178924934996074
154110,JO2G,monthly,2022-07-01,108.9,2.5155846676960048
3957,JO2G,monthly,2022-07-01,108.9,2.5155846676960048
146200,JO2I,monthly,2002-08-01,123.7,2.657306932558411
153196,JO2I,monthly,2020-04-01,48.4,-2.8777985628637848
153229,JO2I,monthly,2020-05-01,28.7,-4.325893891679419
154219,JO2I,monthly,2022-11-01,139.0,3.781969802146188
153565,JO2J,monthly,2021-03-01,132.2,2.8090141032991602
153209,JO2K,monthly,2020-04-01,15.9,-4.135705605241013
153242,JO2K,monthly,2020-05-01,15.8,-4.1422280958477655
153440,JO2K,monthly,2020-11-01,17.3,-4.044390736746484
153506,JO2K,monthly,2021-01-01,19.5,-3.900895943397939
153539,JO2K,monthly,2021-02-01,24.2,-3.594338884880593
155090,JO2K,monthly,2025-01-01,123.4,2.87597179701744
153200,JO2M,monthly,2020-04-01,19.7,-2.823606907671595
153629,JO2M,monthly,2021-05-01,111.7,2.708532812464718
153198,JO2P,monthly,2020-04-01,30.3,-2.5745472682787307
153231,JO2P,monthly,2020-05-01,31.3,-2.5149607101649414
129873,JO2P,annual,2023-01-01,120.2,2.7822843061509555
154320,JO2P,monthly,2023-02-01,119.1,2.716739092225786
154353,JO2P,monthly,2023-03-01,120.9,2.8239948968306083
154386,JO2P,monthly,2023-04-01,118.2,2.663111189923376
154452,JO2P,monthly,2023-06-01,126.1,3.1338449990223136
154485,JO2P,monthly,2023-07-01,121.1,2.8359122084533657
154518,JO2P,monthly,2023-08-01,120.3,2.788242961962334
154551,JO2P,monthly,2023-09-01,120.8,2.818036241019229
154584,JO2P,monthly,2023-10-01,121.3,2.8478295200761234
154617,JO2P,monthly,2023-11-01,125.4,3.0921344083426616
154650,JO2P,monthly,2023-12-01,119.1,2.716739092225786
129906,JO2P,annual,2024-01-01,120.8,2.818036241019229
154683,JO2P,monthly,2024-01-01,117.8,2.63927656667786
154749,JO2P,monthly,2024-03-01,116.3,2.5498967295071755
154782,JO2P,monthly,2024-04-01,118.6,2.6869458131688915
154815,JO2P,monthly,2024-05-01,132.7,3.5271162825733247
154848,JO2P,monthly,2024-06-01,123.6,2.9848786037378394
154881,JO2P,monthly,2024-07-01,122.1,2.895498766567155
154914,JO2P,monthly,2024-08-01,123.0,2.949126668869566
154947,JO2P,monthly,2024-09-01,124.7,3.0504238176630087
154980,JO2P,monthly,2024-10-01,118.2,2.663111189923376
155046,JO2P,monthly,2024-12-01,124.3,3.0265891944174923
153271,JO2Q,monthly,2020-06-01,171.4,4.656104446635575
153304,JO2Q,monthly,2020-07-01,133.0,2.533434696618
153370,JO2Q,monthly,2020-09-01,135.8,2.6882126992234485
153403,JO2Q,monthly,2020-10-01,148.4,3.384713710947965
153667,JO2Q,monthly,2021-06-01,136.5,2.72690719987481
153766,JO2Q,monthly,2021-09-01,136.5,2.72690719987481
153635,JO2R,monthly,2021-05-01,105.0,2.702421020216593
153668,JO2R,monthly,2021-06-01,109.4,2.891803287719769
153701,JO2R,monthly,2021-07-01,104.1,2.663683738227307
153734,JO2R,monthly,2021-08-01,103.3,2.629250598681275
153767,JO2R,monthly,2021-09-01,102.9,2.6120340289082598
153932,JO2R,monthly,2022-02-01,100.9,2.52595118004318
153998,JO2R,monthly,2022-04-01,102.4,2.5905133166919896
154031,JO2R,monthly,2022-05-01,102.1,2.5776008893622273
154064,JO2R,monthly,2022-06-01,103.9,2.6550754533407996
154097,JO2R,monthly,2022-07-01,106.4,2.762679014422149
154130,JO2R,monthly,2022-08-01,107.0,2.788503869081673
154196,JO2R,monthly,2022-10-01,101.1,2.5345594649296874
154229,JO2R,monthly,2022-11-01,102.5,2.5948174591352435
154295,JO2R,monthly,2023-01-01,107.6,2.8143287237411965
154988,JO2R,monthly,2024-10-01,101.0,2.5302553224864335
155021,JO2R,monthly,2024-11-01,102.6,2.599121601578497
154626,JO2S,monthly,2023-11-01,131.2,2.786009990511032
129915,JO2S,annual,2024-01-01,130.9,2.7758608473314372
154692,JO2S,monthly,2024-01-01,130.5,2.7623286564253102
154725,JO2S,monthly,2024-02-01,126.5,2.627006747364042
154758,JO2S,monthly,2024-03-01,127.0,2.6439219859967005
154791,JO2S,monthly,2024-04-01,127.0,2.6439219859967005
154824,JO2S,monthly,2024-05-01,129.5,2.728498179159993
154857,JO2S,monthly,2024-06-01,128.7,2.701433797347739
154890,JO2S,monthly,2024-07-01,133.3,2.857053992768199
154923,JO2S,monthly,2024-08-01,130.2,2.7521795132457147
154956,JO2S,monthly,2024-09-01,132.0,2.8130743723232863
154989,JO2S,monthly,2024-10-01,133.0,2.8469048495886033
155022,JO2S,monthly,2024-11-01,131.7,2.8029252291436904
155055,JO2S,monthly,2024-12-01,139.7,3.0735690472662274
153575,JO2T,monthly,2021-03-01,114.3,2.628411075056461
153905,JO2T,monthly,2022-01-01,116.4,2.7132601820738214
152885,JO2W,monthly,2019-06-01,113.5,2.815794246832545
153677,JO2W,monthly,2021-06-01,131.3,3.6871235209092927
153809,JO2W,monthly,2021-10-01,152.1,4.705306043425941
