sheet_name,table_name,date,value,frequency,agg_sic_code,dataset_code
CDKO,,2020 DEC,1165.4,monthly,,MM23
CDKO,,2021 JAN,1162.2,monthly,,MM23
CDKO,,2021 FEB,1167.7,monthly,,MM23
CDKO,,2021 MAR,1171.3,monthly,,MM23
CDKO,,2021 APR,1187.8,monthly,,MM23
CDKO,,2021 MAY,1191.0,monthly,,MM23
CDKO,,2021 JUN,1199.3,monthly,,MM23
CDKO,,2021 JUL,1205.2,monthly,,MM23
CDKO,,2021 AUG,1212.7,monthly,,MM23
CDKO,,2021 SEP,1217.4,monthly,,MM23
CDKO,,2021 OCT,1230.8,monthly,,MM23
CDKO,,2021 NOV,1239.9,monthly,,MM23
CDKO,,2021 DEC,1253.3,monthly,,MM23
CDKO,,2022 JAN,1253.3,monthly,,MM23
CDKO,,2022 FEB,1263.2,monthly,,MM23
CDKO,,2022 MAR,1276.2,monthly,,MM23
CDKO,,2022 APR,1320.0,monthly,,MM23
CDKO,,2022 MAY,1329.9,monthly,,MM23
CDKO,,2022 JUN,1341.3,monthly,,MM23
CDKO,,2022 JUL,1353.9,monthly,,MM23
CDKO,,2022 AUG,1361.8,monthly,,MM23
CDKO,,2022 SEP,1371.3,monthly,,MM23
CDKO,,2022 OCT,1405.2,monthly,,MM23
CDKO,,2022 NOV,1413.5,monthly,,MM23
CDKO,,2022 DEC,1421.8,monthly,,MM23
CDKO,,2023 JAN,1421.4,monthly,,MM23
CDKO,,2023 FEB,1438.0,monthly,,MM23
CDKO,,2023 MAR,1448.6,monthly,,MM23
CDKO,,2023 APR,1470.7,monthly,,MM23
CDKO,,2023 MAY,1480.6,monthly,,MM23
CDKO,,2023 JUN,1484.9,monthly,,MM23
CDKO,,2023 JUL,1476.2,monthly,,MM23
CDKO,,2023 AUG,1485.7,monthly,,MM23
CDKO,,2023 SEP,1492.8,monthly,,MM23
CDKO,,2023 OCT,1490.4,monthly,,MM23
CDKO,,2023 NOV,1488.4,monthly,,MM23
CDKO,,2023 DEC,1495.2,monthly,,MM23
CDKO,,2024 JAN,1491.2,monthly,,MM23
CDKO,,2024 FEB,1503.0,monthly,,MM23
CDKO,,2024 MAR,1510.9,monthly,,MM23
CDKO,,2024 APR,1518.8,monthly,,MM23
CDKO,,2024 MAY,1524.3,monthly,,MM23
CDKO,,2024 JUN,1527.9,monthly,,MM23
CDKO,,2024 JUL,1528.7,monthly,,MM23
CDKO,,2024 AUG,1538.2,monthly,,MM23
CDKO,,2024 SEP,1533.0,monthly,,MM23
CDKO,,2024 OCT,1541.3,monthly,,MM23
CDKO,,2024 NOV,1542.1,monthly,,MM23
CDKO,,2024 DEC,1546.8,monthly,,MM23
CDKO,,2025 JAN,1545.3,monthly,,MM23
